563,6" Test Ball Plug,
564,4" Test Ball Plug,
565,3" Test Ball Plug,
566,2" Test Ball Plug,
567,1 1/2" Test Ball Plug,
568,8" Flexible Coupling,
569,6" Flexible Coupling,
570,4" Flexible Coupling,
571,3" Flexible Coupling,
572,2" Flexible Coupling,
573,1 1/2" Flexible Coupling,
574,1 1/2" Roof Flashings,(12 Per Box)
575,2" Roof Flashings,(12 Per Box)
576,3" Roof Flashings,(12 Per Box)
577,4" Roof Flashings,
578,4" Knock Out,(100 Per Bag)
579,3" Knock Out,(100 Per Bag)
580,2" Knock Out,(100 Per Bag)
581,1 1/2" Knock Out,(100 Per Bag)
582,4" Palmer Pug ,
583,3" Palmer Plug,
584,2" Palmer Plug,
585,1-1/2 DWV HD HIGH PRES PVC CAP,
586,2 DWV HD HIGH PRES PVC CAP,
587,3 DWV HD HIGH PRES PVC CAP,
588,4 DWV HD HIGH PRES PVC CAP,
589,1 1/2" x 2" Knock Out end cap or Cookie,
590,3"x 4" Knock Out end cap or Cookie,
591,7/8" Slotted Unistrut,
592,1 5/8" Slotted Unistrut,
593,3-1/4" Slotted unistrut,
594,3/4" Unistrut Clamp,
595,1" Unistrut Clamp,
596,1-1/4" Unistrut Clamp,
597,1-1/2" Unistrut Clamp,
598,2" Unistrut Clamp,
599,2-1/2" Unistrut Clamp,
600,3" Unistrut Clamp,
601,4" Unistrut Clamp,
602,3/8" All Thread (250 Feet/Tube),(10' Per Length)
603,1/2" All Thread (120 Feet/Tube),(10' Per Length)
604,Nail Plate,(100 Per Box)
605,Nail Plate - 3"x5" (Double),(100 Per Box)
606,1/2" Teflon Tape,(100 Per Box)
607,3/4" Teflon Tape,(70 Per Box)
608,1" Teflon Tape,(100 Per Box)
609,1/2" black foam insulation,396 ft per box
610,3/4" black foam insulation,276 ft per box
611,1" black foam insulation,222 ft per box
612,1 3/8" black foam insulation,180 Ft Box
613,1 5/8" black foam insulation,138 Ft Box
614,Cloth Plumber's Tape,
615,Plastic Pipe Strap,100' Roll
616,1/2" x 1/4" Black Bushing,
617,Weld-On 750 - Red Hot Blue Glue - Quart,12 per box
618,Christy's/IPS Red Hot Blue Glue - Quart,
619,Grey PVC Plastic Pipe Cement,12 per box
620,Purple Primer for PVC Cement,12 per box
621,Grey PVC Plastic Pipe Cement 1 gallon,
622,Purple Primer for PVC Cement 1 gallon ,
623,large roller 7" for gallon can,
624,Clear PVC Cement,
625,Clear Primer for PVC Cement,
626,Plumber's Putty (3#),
627,Plumber's Putty (14 oz.),
628,Box o Rags,
629,Zoeller M53 Mighty-Mate Sump Pump (Iron) 1/3 HP,
630,Zoeller Sewage System Assembled,
631,Zoeller Sewage System Alarm (Apak 10-4021),
632,Zoeller Check Valve 1 1/2" Plastic (For Sump Pump),
633,1 1/2" PVC Male Adapter (For Sump Pump),
634,Zoeller Check Valve 2" Plastic (For Sewer),
635,Grundfos Recirculating Pump w/Timer and Linecord,
